,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
732,Breaking news. #Chelsea v Real Madrid: Maren Mjelde back in training but 'not quite' ready to return,breaking news chelsea real madrid maren mjelde back in training but not quite ready to return,0.13333333333333333,0.26666666666666666,negative,0.166,0.834,0.0,-0.4571,93,16
733,"Jorge Mendes is expected to speak to #Chelsea again regarding Cristiano Ronaldo. Todd Boehly 'sees the appeal' of signing Ronaldo, while Graham Potter is 'less convinced'. Any move will need Potter's backing or owners to exert their authority. #cfc #transferwidow https://t.co/XKDAsy108L",jorge mendes is expected to speak to chelsea again regarding cristiano ronaldo todd boehly sees the appeal of signing ronaldo while graham potter is less convinced any move will need potter backing or owners to exert their authority cfc transferwidow ,-0.13333333333333333,0.23333333333333334,positive,0.0,0.885,0.115,0.4228,251,40
734,"Wanna know what's going on?  Follow Us &lt;3
#boston #cambridge #dorchester #roxbury #jamaicaplain #eastie #somerville #everett #chelsea #revere #charlestown #lowell #worcester #fallriver #news #events #activist #radio https://t.co/jZFwtRDV8Z",wanna know what going on follow us lt 3 boston cambridge dorchester roxbury jamaicaplain eastie somerville everett chelsea revere charlestown lowell worcester fallriver news events activist radio ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,196,27
735,Peterborough Utd bound tonight checking out the Blues future prospects 🏟 No 75/92 with a CFC x1 #PapaJohnsTrophy 🍕 #CFC #Chelsea,peterborough utd bound tonight checking out the blues future prospects no 75 92 with cfc x1 papajohnstrophy cfc chelsea,0.0,0.125,neutral,0.103,0.794,0.103,0.0,119,19
736,The boiler (Heater) wasn't working and I told them we have a baby at home and they don't care about it. The engineer came after 4 days and couldn't fix the issue. Now we have to wait for more days. Its freezing cold #EnergyCrisis #poorcustomerservice #UK #Chelsea #LIVERPOOL #bad https://t.co/E218ZhZUK8,the boiler heater wasn working and told them we have baby at home and they don care about it the engineer came after 4 days and couldn fix the issue now we have to wait for more days its freezing cold energycrisis poorcustomerservice uk chelsea liverpool bad ,-0.2666666666666666,0.7222222222222222,negative,0.101,0.837,0.062,-0.2415,259,47
737,"Breaking: #Chelsea is set to allow Hakim Ziyech to leave for FREE in January.

#CFC🔵 @hrachoff https://t.co/UyILnJzLlK",breaking chelsea is set to allow hakim ziyech to leave for free in january cfc ,0.4,0.8,positive,0.065,0.652,0.283,0.6124,79,15
738,"Jorge Mendes is expected to speak to #Chelsea again regarding Cristiano Ronaldo. Todd Boehly 'sees the appeal' of signing Ronaldo, while Graham Potter is 'less convinced'. Any move will need Potter's backing or owners to exert their authority.

[via @JacobsBen] https://t.co/om2XECLvJ1",jorge mendes is expected to speak to chelsea again regarding cristiano ronaldo todd boehly sees the appeal of signing ronaldo while graham potter is less convinced any move will need potter backing or owners to exert their authority via ,-0.13333333333333333,0.23333333333333334,positive,0.0,0.882,0.118,0.4228,237,39
739,"🚨Hakim Ziyech is free to leave #Chelsea in January.
#CFC

Via @hrachoff", hakim ziyech is free to leave chelsea in january cfc via ,0.4,0.8,positive,0.089,0.667,0.244,0.4767,58,11
740,"Jorge Mendes is expected to speak to #Chelsea again regarding Cristiano Ronaldo. Todd Boehly 'sees the appeal' of signing Ronaldo, while Graham Potter is 'less convinced'. Any move will need Potter's backing or owners to exert their authority.
#CFC

Via @JacobsBen",jorge mendes is expected to speak to chelsea again regarding cristiano ronaldo todd boehly sees the appeal of signing ronaldo while graham potter is less convinced any move will need potter backing or owners to exert their authority cfc via ,-0.13333333333333333,0.23333333333333334,positive,0.0,0.885,0.115,0.4228,241,40
741,"Jorge Mendes is expected to speak to #Chelsea again regarding Cristiano Ronaldo. Todd Boehly 'sees the appeal' of signing Ronaldo, while Graham Potter is 'less convinced'. Any move will need Potter's backing or owners to exert their authority.

[via @JacobsBen]",jorge mendes is expected to speak to chelsea again regarding cristiano ronaldo todd boehly sees the appeal of signing ronaldo while graham potter is less convinced any move will need potter backing or owners to exert their authority via ,-0.13333333333333333,0.23333333333333334,positive,0.0,0.882,0.118,0.4228,237,39
742,"Jorge Mendes is expected to speak to #Chelsea again regarding Cristiano Ronaldo. Todd Boehly 'sees the appeal' of signing Ronaldo, while Graham Potter is 'less convinced'. Any move will need Potter's backing or owners to exert their authority.

[via @JacobsBen]",jorge mendes is expected to speak to chelsea again regarding cristiano ronaldo todd boehly sees the appeal of signing ronaldo while graham potter is less convinced any move will need potter backing or owners to exert their authority via ,-0.13333333333333333,0.23333333333333334,positive,0.0,0.882,0.118,0.4228,237,39
743,"Jorge Mendes is expected to speak to #Chelsea again regarding Cristiano Ronaldo. Todd Boehly 'sees the appeal' of signing Ronaldo, while Graham Potter is 'less convinced'. Any move will need Potter's backing or owners to exert their authority.

[via @JacobsBen]",jorge mendes is expected to speak to chelsea again regarding cristiano ronaldo todd boehly sees the appeal of signing ronaldo while graham potter is less convinced any move will need potter backing or owners to exert their authority via ,-0.13333333333333333,0.23333333333333334,positive,0.0,0.882,0.118,0.4228,237,39
744,"Jorge Mendes is expected to speak to #Chelsea again regarding Cristiano Ronaldo. Todd Boehly 'sees the appeal' of signing Ronaldo, while Graham Potter is 'less convinced'. Any move will need Potter's backing or owners to exert their authority.

[via @JacobsBen]",jorge mendes is expected to speak to chelsea again regarding cristiano ronaldo todd boehly sees the appeal of signing ronaldo while graham potter is less convinced any move will need potter backing or owners to exert their authority via ,-0.13333333333333333,0.23333333333333334,positive,0.0,0.882,0.118,0.4228,237,39
745,#Chelsea we need a striker we need #christianoronaldo, chelsea we need striker we need christianoronaldo,0.0,0.0,neutral,0.0,1.0,0.0,0.0,50,7
746,"🔵   There's Millions of active #Chelsea Fans all over the world  on Twitter!! Simply Like, Retweet &amp; Comment so we can all find eachother  https://t.co/HZZq5NvW9I 🤝🔵  #Chelseafollowtrain   #Cfc", there millions of active chelsea fans all over the world on twitter simply like retweet amp comment so we can all find eachother chelseafollowtrain cfc,-0.06666666666666667,0.47857142857142854,positive,0.0,0.816,0.184,0.6369,152,25
747,RONALDO TO CHELSEA ✅. Ronaldo coming to Chelsea. Saw him at LV today and he confirmed the deal was basically done 👀. More to follow… #CFC #Chelsea #FIFAWorldCup https://t.co/6nmR2bKWnP,ronaldo to chelsea ronaldo coming to chelsea saw him at lv today and he confirmed the deal was basically done more to follow cfc chelsea fifaworldcup ,0.45,0.75,neutral,0.0,1.0,0.0,0.0,150,26
748,"NEW EPISODE ALERT

its #LeedsUnited vs #Chelsea in a battle as old as time! can we pick up a win over on of the big 6?

https://t.co/kfwU7WTas6

#FM23 https://t.co/tdM0RthXrJ",new episode alert its leedsunited vs chelsea in battle as old as time can we pick up win over on of the big 6 fm23 ,0.2590909090909091,0.2886363636363637,positive,0.088,0.709,0.203,0.5267,115,25
749,"Not for the pitch but his influence, numbers and financial benefits, I would want Cristiano Ronaldo at #Chelsea 🤗 https://t.co/mOpWEQWfPe",not for the pitch but his influence numbers and financial benefits would want cristiano ronaldo at chelsea ,0.0,0.0,positive,0.0,0.756,0.244,0.5927,107,17
750,"Would you take Ronaldo at Chelsea on a six month deal? 

Let me know your reasons 👇

#CFC #Chelsea #Ronaldo",would you take ronaldo at chelsea on six month deal let me know your reasons cfc chelsea ronaldo,0.0,0.0,neutral,0.0,1.0,0.0,0.0,96,18
751,"Custom Cartoon Art Wrapped Pet Canvas GFZ36WQ

https://t.co/MbXJKo2vpf

#bear #pubg #photo #delivery #letsgopens #self #design #transfer #bot #cats #master #free #chelsea #fund #jackson #edge #ship https://t.co/EiJbKMAruJ",custom cartoon art wrapped pet canvas gfz36wq bear pubg photo delivery letsgopens self design transfer bot cats master free chelsea fund jackson edge ship ,0.4,0.8,positive,0.0,0.875,0.125,0.5106,155,24
752,Chelsea get green light to try and sign £125k-a-week star in January #ChelseaFC #Chelsea #StamfordBridge #CFCLive https://t.co/f1BGCpuF8P,chelsea get green light to try and sign 125k week star in january chelseafc chelsea stamfordbridge cfclive ,0.1,0.5,neutral,0.0,1.0,0.0,0.0,107,17
753,"#Chelsea will probably make moves for #Ronaldo because Chelsea's goal is to have 11 forwards.
#Worldcup2022.", chelsea will probably make moves for ronaldo because chelsea goal is to have 11 forwards worldcup2022 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,103,16
754,"Cristiano Ronaldo is to leave Manchester United by mutual consent with immediate effect.

Todd Boehly please don’t even think about it!!

#CFC #Chelsea #Ronaldo https://t.co/OBg6sYfNaj",cristiano ronaldo is to leave manchester united by mutual consent with immediate effect todd boehly please don even think about it cfc chelsea ronaldo ,0.0,0.0,positive,0.043,0.709,0.248,0.7003,151,24
755,"Sky Sports pundit Gary Neville ...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivesc...
https://t.co/JGLJQRumWt",sky sports pundit gary neville premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivesc ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,185,21
756,"Cristiano Ronaldo to #Chelsea, what say Blues?",cristiano ronaldo to chelsea what say blues ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,44,7
757,"TUE, DEC 6 AT 5 PM
Dying for Climate Action
MBTA Park Street Station  · Boston https://t.co/W18EXmhzan 
#boston #cambridge #dorchester #roxbury #jamaicaplain #eastie #somerville #everett #chelsea #revere #charlestown #lowell #worcester #fallriver #activist #radio https://t.co/9gleyPEKPW",tue dec 6 at 5 pm dying for climate action mbta park street station boston boston cambridge dorchester roxbury jamaicaplain eastie somerville everett chelsea revere charlestown lowell worcester fallriver activist radio ,0.1,0.1,neutral,0.0,1.0,0.0,0.0,219,31
758,"@todd_boehly 
Please bring @Cristiano to @ChelseaFC for me. One Simple and humble request Todd 😔💙💙💙

#BringRonaldoToTheBridge #Chelsea", boehly please bring to for me one simple and humble request todd bringronaldotothebridge chelsea,-0.1,0.37857142857142856,positive,0.0,0.85,0.15,0.3182,97,14
759,#CR7 at @ChelseaFC. Wow. #KTBFFH #CHELSEA, cr7 at wow ktbffh chelsea,0.1,1.0,positive,0.0,0.513,0.487,0.5859,26,5
760,@ChelseaFC please do the right thing #Chelsea #ChelseaFC https://t.co/zBVQudgz95, please do the right thing chelsea chelseafc ,0.2857142857142857,0.5357142857142857,positive,0.0,0.723,0.277,0.3182,45,7
761,"@FabrizioRomano Cristiano Ronaldo has now left Manchester United. Would you take him at #Chelsea, Blues?", cristiano ronaldo has now left manchester united would you take him at chelsea blues ,0.0,0.0,positive,0.0,0.823,0.177,0.4215,86,14
762,"Cristiano Ronaldo has now left Manchester United. Would you take him at #Chelsea, Blues?",cristiano ronaldo has now left manchester united would you take him at chelsea blues ,0.0,0.0,positive,0.0,0.823,0.177,0.4215,85,14
763,"BREAKING NEWS ⚠️⚠️

RONALDO TO LEAVE UNITED

Cristiano Ronaldo to leave Manchester United by mutual agreement👀

#FIFAWorldCup    #Ronaldo #manunited #RonaldoOnBinance #Portugal    #premierleague #bayernmunich #Chelsea #SaudiArabia #Argentina #Messi𓃵",breaking news ronaldo to leave united cristiano ronaldo to leave manchester united by mutual agreement fifaworldcup ronaldo manunited ronaldoonbinance portugal premierleague bayernmunich chelsea saudiarabia argentina messi ,0.0,0.0,positive,0.075,0.652,0.273,0.8126,223,26
764,"Cristiano Ronaldo has now left Manchester United. Would you take him at #Chelsea, Blues?",cristiano ronaldo has now left manchester united would you take him at chelsea blues ,0.0,0.0,positive,0.0,0.823,0.177,0.4215,85,14
765,"FRIDAY AT 8 PM
TREE, Inverter, Catalyst, Worm(special set w/ Chris Doherty), Grip Bite
Alchemy  · Providence https://t.co/Bt0FISPlLh 
#boston #cambridge #dorchester #roxbury #jamaicaplain #eastie #somerville #everett #chelsea #revere #charlestown #lowell #worcester #fallriver https://t.co/QjrnMNiqVn",friday at 8 pm tree inverter catalyst worm special set chris doherty grip bite alchemy providence boston cambridge dorchester roxbury jamaicaplain eastie somerville everett chelsea revere charlestown lowell worcester fallriver ,0.35714285714285715,0.5714285714285714,positive,0.0,0.912,0.088,0.4019,227,30
766,How long before Ronaldo signs for #Chelsea,how long before ronaldo signs for chelsea,-0.05,0.4,neutral,0.0,1.0,0.0,0.0,41,7
767,Expected to be honest. Now what’s for Ronaldo? #Chelsea? #RealMadrid? https://t.co/r9BwypkByQ,expected to be honest now what for ronaldo chelsea realmadrid ,0.25,0.65,positive,0.0,0.732,0.268,0.5106,62,10
768,@terrychristian @lorrainemking You say he's anti-workinh class? Well he is a #Chelsea fan after all &amp; most of their fan base are #Essex &amp; #HomeCounties #Tories., you say he anti workinh class well he is chelsea fan after all amp most of their fan base are essex amp homecounties tories ,-0.15000000000000002,0.75,positive,0.079,0.69,0.231,0.5267,125,24
769,He is #Chelsea https://t.co/EqEdsP17LI,he is chelsea ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,14,3
770,Ronaldo in a #Chelsea shirt by end of week ?,ronaldo in chelsea shirt by end of week ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,40,8
771,"BBC pundit Garth Crooks has inc...

#Mancity #ManchesterCity #EPL #premierleague, #livematch, #livestream, #skysports, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #Ars...
https://t.co/zZhspbzIlL",bbc pundit garth crooks has inc mancity manchestercity epl premierleague livematch livestream skysports epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea ars ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,195,22
772,"I have a feeling that #CaptainAmerica Christian #Pulisic will come out of this #FIFAWorldCup2022 as a mega star.

#WorldCup #WorldcupQatar2022 #Chelsea #FIFAモバイル ...

#USA could be the surprise package in this tournament.. https://t.co/7xo2bks3ST",i have feeling that captainamerica christian pulisic will come out of this fifaworldcup2022 as mega star worldcup worldcupqatar2022 chelsea fifa usa could be the surprise package in this tournament ,0.0,0.0,positive,0.0,0.878,0.122,0.3818,198,29
773,🔵🔵⚽️   #Chelseafollowtrain   🚂  ❗️FOLLOW EVERYONE THAT COMMENTS   https://t.co/ITgiBWK6Bl  #Chelsea   #Cfc, chelseafollowtrain follow everyone that comments chelsea cfc,0.0,0.0,neutral,0.0,1.0,0.0,0.0,61,7
774,"Starting with coverage from as far back as 100+ years, these #Personalised #Football books contain it all, for over 60 teams - https://t.co/BUjQajiJAt

#Leicester #Liverpool #ManCity #ManrUtd #AstonVilla #Spurs #Arsenal #Chelsea #WestHam #Everton #NewcastleUnited #XmasGiftIdeas https://t.co/YuiIjMagnt",starting with coverage from as far back as 100 years these personalised football books contain it all for over 60 teams leicester liverpool mancity manrutd astonvilla spurs arsenal chelsea westham everton newcastleunited xmasgiftideas ,0.03333333333333333,0.3666666666666667,neutral,0.0,1.0,0.0,0.0,235,33
775,"Fabrizio Romano✅PERSONAL TERMS AGREED💙Arsen Zakharyan Chelsea TRANSFER!🤩Dynamo Moscow to Chelsea FC🎉
https://t.co/a0rTlP7zyv

#romano #Fabrizio #chelsea #cfc #zakharyan #arsenzakharyan #coyb #blues",fabrizio romano personal terms agreed arsen zakharyan chelsea transfer dynamo moscow to chelsea fc romano fabrizio chelsea cfc zakharyan arsenzakharyan coyb blues,0.0,0.3,positive,0.0,0.909,0.091,0.2732,162,22
776,Breaking news. #Chelsea manager Emma Hayes says injured forward Pernille Harder is irreplaceable,breaking news chelsea manager emma hayes says injured forward pernille harder is irreplaceable,-0.1,0.0,negative,0.184,0.816,0.0,-0.4019,94,13
777,"Good news for #renters!
 
Rent growth slows to lowest level in 18 months!

https://t.co/YMowh1jJRO

Thinking of buying, selling or investing?

Think https://t.co/LORtNuPAJ2

#AnnArbor #Michigan #RealEstate #Ypsilanti #Saline #Dexter #Chelsea #Brighton #Milan #Pinckney #Manchester https://t.co/9PRZfI7DTq",good news for renters rent growth slows to lowest level in 18 months thinking of buying selling or investing think annarbor michigan realestate ypsilanti saline dexter chelsea brighton milan pinckney manchester ,0.7,0.6000000000000001,positive,0.072,0.776,0.152,0.4404,211,31
778,"Getting Zakharyan and Rice would solve most of our problem. We could start Mount in the number 8 with Nkunku on Left and Sterling/Havertz on right. A lethal striker is still needed as Auba is getting old and Broja is still not PL level. 

#Chelsea #ChelseaFC #CFC",getting zakharyan and rice would solve most of our problem we could start mount in the number 8 with nkunku on left and sterling havertz on right lethal striker is still needed as auba is getting old and broja is still not pl level chelsea chelseafc cfc,0.22142857142857142,0.3089285714285714,negative,0.06,0.876,0.063,-0.2177,253,47
779,🙌🤩  💙🚨 #ChelseaFollowTrain 🚂 ❗️FOLLOW EVERYONE THAT COMMENTS  https://t.co/Y0U2XtL7L6  #Chelsea  #Cfc, chelseafollowtrain follow everyone that comments chelsea cfc,0.0,0.0,neutral,0.0,1.0,0.0,0.0,61,7
780,PREVIEW: Chelsea v Real Madrid: https://t.co/1rMswpcJ7U #Chelsea #CFCW #RealMadrid #UWCL,preview chelsea real madrid chelsea cfcw realmadrid uwcl,0.2,0.30000000000000004,neutral,0.0,1.0,0.0,0.0,56,8
781,"🚨 West Ham will finally listen to offers for Rice this summer. 

My top source is still in the belief that if given the option, Rice would choose #Chelsea over any other club, and UCL football is not the be all and end all on any decision.
#CFC

@siphillipssport", west ham will finally listen to offers for rice this summer my top source is still in the belief that if given the option rice would choose chelsea over any other club and ucl football is not the be all and end all on any decision cfc ,0.11875,0.46875,positive,0.0,0.962,0.038,0.2023,236,47
782,"NEW EPISODE ALERT

its #LeedsUnited vs #Chelsea in a battle as old as time! can we pick up a win over on of the big 6?

https://t.co/V3b0kDWXuI

#FM23 https://t.co/CtTGMx6BKk",new episode alert its leedsunited vs chelsea in battle as old as time can we pick up win over on of the big 6 fm23 ,0.2590909090909091,0.2886363636363637,positive,0.088,0.709,0.203,0.5267,115,25
783,"Liverpo...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #pltable, #...
https://t.co/qpalJhQiJw",liverpo premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla pltable ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,185,19
784,"Following the latest round of Premier L...

#Mancity #ManchesterCity #EPL #premierleague, #livematch, #livestream, #skysports, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea,...
https://t.co/vtj5Hhr7Tv",following the latest round of premier mancity manchestercity epl premierleague livematch livestream skysports epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea ,0.09999999999999999,0.4666666666666666,neutral,0.0,1.0,0.0,0.0,197,21
785,🔵🔵  🌀DONT MISS THE #Chelseafollowtrain 🚂 🚂 🚂  I'll be connecting the Chelsea fanbase together https://t.co/spZhV9JwXR 💎🔻🌍   #Chelsea  #Cfc, dont miss the chelseafollowtrain ll be connecting the chelsea fanbase together chelsea cfc,0.0,0.0,positive,0.0,0.893,0.107,0.1139,91,13
786,"Liverpoo...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #pltable, #c...
https://t.co/yubQSUv258",liverpoo premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla pltable ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,186,19
787,Dutchman addresses rumours ahead of possible January Chelsea offer #ChelseaFC #Chelsea #StamfordBridge #CFCLive https://t.co/FT7pamvFy4,dutchman addresses rumours ahead of possible january chelsea offer chelseafc chelsea stamfordbridge cfclive ,0.0,1.0,neutral,0.0,1.0,0.0,0.0,108,13
788,"There’s something so romantic about curling up next to a crackling fire on a cool Autumn afternoon 🔥

#DraycottHotelbyMantis #Mantis #Chelsea #London #LuxuryHotel https://t.co/FH79xjn6n2",there something so romantic about curling up next to crackling fire on cool autumn afternoon draycotthotelbymantis mantis chelsea london luxuryhotel ,0.11666666666666665,0.3833333333333333,positive,0.095,0.675,0.23,0.5254,149,20
789,"There’s still some #Chelsea action tonight! 

The U21s face Peterborough in the EFL Trophy at 19:30 🏆 

Let the knockout stages begin! ‼️

#CFC | @PapaJohnsTrophy https://t.co/vyDbSD0YLB",there still some chelsea action tonight the u21s face peterborough in the efl trophy at 19 30 let the knockout stages begin cfc ,0.1,0.1,neutral,0.0,1.0,0.0,0.0,128,23
790,"LED Video Light Lighting Kit, Dimmable Bi-Color Panel Light with Tripod Stand for YouTube Video Phot MKINEQF

https://t.co/i3HsUIpuHl

#blood #chelsea #saudi #games #ends #football #manager #save #boxing #model #money #manchester #crew #executiveorders #f1 https://t.co/L6RDWdSDX0",led video light lighting kit dimmable bi color panel light with tripod stand for youtube video phot mkineqf blood chelsea saudi games ends football manager save boxing model money manchester crew executiveorders f1 ,0.4,0.7,positive,0.0,0.909,0.091,0.4939,215,33
791,Me watching Edson Alvarez play CDM for Mexico #WorldCup #Chelsea https://t.co/k3bmjfWJDK,me watching edson alvarez play cdm for mexico worldcup chelsea ,0.0,0.0,positive,0.0,0.789,0.211,0.34,63,10
792,"#Chelsea are still working to try to sign the young talent Arsen Zakharyan (born in 2003) from DynamoMoscow.
#CFC

Via @NicoSchira", chelsea are still working to try to sign the young talent arsen zakharyan born in 2003 from dynamomoscow cfc via ,0.1,0.4,positive,0.0,0.872,0.128,0.4215,114,20
793,"💙   There's Millions of active #Chelsea Fans all over the world  on Twitter!! Simply Like, Retweet &amp; Comment so we can all find eachother  https://t.co/wmkwrfmOo9 🤝🔵   #Chelseafollowtrain   #Cfc", there millions of active chelsea fans all over the world on twitter simply like retweet amp comment so we can all find eachother chelseafollowtrain cfc,-0.06666666666666667,0.47857142857142854,positive,0.0,0.816,0.184,0.6369,152,25
794,"Liverpool and Chelsea are the t...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivesco...
https://t.co/2t5M53O2jw",liverpool and chelsea are the premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivesco ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,185,21
795,"Liverpool and Chelsea are the t...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivesco...
https://t.co/8BGXUJ3Xu3",liverpool and chelsea are the premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivesco ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,185,21
796,"Adidas 🔥Browse through hundreds of Adidas shirts we have in stock now! 

https://t.co/7yI6s2fRBt

#adidas #adidasfootball #chelsea #cfc #watford #premierleague #FootballShirts #ClassicFootballShirts #VintageFootballShirts #RetroFootballShirts #ClassicFootball #SoccerJersey https://t.co/SQUete9ltH",adidas browse through hundreds of adidas shirts we have in stock now adidas adidasfootball chelsea cfc watford premierleague footballshirts classicfootballshirts vintagefootballshirts retrofootballshirts classicfootball soccerjersey ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,233,24
797,"Pavel Andreev, Arsen Zakharyan's agent: ""How are the negotiations with #Chelsea going? Let's not talk about that for now. This is a rather complex story with a lot of introductory.""

(@championat)",pavel andreev arsen zakharyan agent how are the negotiations with chelsea going let not talk about that for now this is rather complex story with lot of introductory ,-0.3,0.4,neutral,0.0,1.0,0.0,0.0,166,28
798,"🙌😁   #Chelsea fan with less than 1000 followers?  Follow me, Retweet this tweet, reply to this tweet, with 🔵🔵 and let's all follow you back 🤝🌏📲  https://t.co/S2gXbEjH9b  #Chelseafollowtrain  #Cfc", chelsea fan with less than 1000 followers follow me retweet this tweet reply to this tweet with and let all follow you back chelseafollowtrain cfc,-0.08333333333333333,0.03333333333333333,positive,0.0,0.913,0.087,0.3182,147,25
799,London Derby victory at a sold-out Stamford Bridge | Chelsea Unseen Extra | Presented by trivago #CFC #Chelsea #CFCOfficial #CFCVideo https://t.co/F4c4YpsjcZ,london derby victory at sold out stamford bridge chelsea unseen extra presented by trivago cfc chelsea cfcofficial cfcvideo ,0.0,0.1,neutral,0.0,1.0,0.0,0.0,124,18
800,🙌😁  LETS MAKE IT EASIER FOR #CHELSEA FANS TO FIND EACH OTHER RT &amp; COMMENT 🚂 https://t.co/X2kCPKWQMG  #Chelseafollowtrain   #Cfc, lets make it easier for chelsea fans to find each other rt amp comment chelseafollowtrain cfc,-0.125,0.375,positive,0.0,0.843,0.157,0.4215,94,16
801,"Liverpo...

#premierleague, #livematch, #livestream, #skysports, #lıverpool, #epl, #epl2023, #ManchesterUnited, #lfc, #epltable, #eplfixtures, #liverpool, #chelsea, #Arsenal, #eplresults, #epllivescores, #Astonvilla, #pltable, #...
https://t.co/K1H2gkxO92",liverpo premierleague livematch livestream skysports verpool epl epl2023 manchesterunited lfc epltable eplfixtures liverpool chelsea arsenal eplresults epllivescores astonvilla pltable ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,185,19
802,"On WHAT PLANET does anyone think it's ok to empty the full contents of a store on a #Chelsea street?

By law, we could only write a ticket for FIFTY BUCKS.The kind of person that would make this bad a mess won't be dissuaded by a slap on the wrist.

Something has to change. #NYC https://t.co/Mmkw1bnpIn",on what planet does anyone think it ok to empty the full contents of store on chelsea street by law we could only write ticket for fifty bucks the kind of person that would make this bad mess won be dissuaded by slap on the wrist something has to change nyc ,0.0678571428571429,0.613095238095238,negative,0.138,0.739,0.123,-0.2323,258,51
803,"What do you give someone who has everything?
Leather-bound personalised #FootballHistory books for 60 teams 

https://t.co/BUjQajibKV

#Arsenal #AstonVilla #Burnley #Chelsea #Everton #Leicester #Liverpool #ManCity #ManrUtd #Newcastle #Southampton #Spurs #Watford #WestHam #Xmas https://t.co/hweKUof8GQ",what do you give someone who has everything leather bound personalised footballhistory books for 60 teams arsenal astonvilla burnley chelsea everton leicester liverpool mancity manrutd newcastle southampton spurs watford westham xmas ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,234,31
804,"Ex-England international Paul R...

#Mancity #ManchesterCity #EPL #premierleague, #livematch, #livestream, #skysports, #epl, #epl2023, #ManchesterUnited, #premierleaguetable, #epltable, #eplfixtures, #liverpool, #chelsea, #A...
https://t.co/FLMGLxnWiA",ex england international paul mancity manchestercity epl premierleague livematch livestream skysports epl epl2023 manchesterunited premierleaguetable epltable eplfixtures liverpool chelsea ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,189,19
805,#Ronaldo to #Chelsea? #Mount quizzed on possible transfer following Man Utd blast from Portuguese superstars #CFC #MUFC https://t.co/Uk0FfIiSU7 https://t.co/SFFDWRbD6k, ronaldo to chelsea mount quizzed on possible transfer following man utd blast from portuguese superstars cfc mufc ,0.0,0.55,neutral,0.0,1.0,0.0,0.0,115,17
806,Romelu #Lukaku could be hit with double punishment and miss #Chelsea vs #Liverpool #epl #LFC #CFC #MANUTD https://t.co/CBEDAMbZw6 #cfc #chelseafc #jurgenklopp #klopp #lfc #liverpoolfc #romelulukaku #thomastuchel #tuchel,romelu lukaku could be hit with double punishment and miss chelsea vs liverpool epl lfc cfc manutd cfc chelseafc jurgenklopp klopp lfc liverpoolfc romelulukaku thomastuchel tuchel,0.0,0.0,negative,0.167,0.833,0.0,-0.5859,179,26
